"mc","L","F","q","s_max_den","n_density","iteration"
2,50,2,10,0.0012,0.153265306122449,870
2,50,2,10,0.0012,0.142244897959184,1712
2,50,2,10,0.002,0.127755102040816,3368
2,50,2,10,0.002,0.105714285714286,6627
2,50,2,10,0.002,0.08,13039
2,50,2,10,0.0028,0.0497959183673469,25657
2,50,2,10,0.0028,0.0312244897959184,50484
2,50,2,10,0.0036,0.023469387755102,99334
2,50,2,10,0.0048,0.0187755102040816,195455
2,50,2,10,0.0048,0.0208163265306122,384586
2,50,2,10,0.0036,0.0230612244897959,756729
3,50,2,10,8e-04,0.164897959183673,1
3,50,2,10,8e-04,0.164897959183673,2
3,50,2,10,8e-04,0.164897959183673,4
3,50,2,10,8e-04,0.164285714285714,8
3,50,2,10,8e-04,0.164081632653061,15
3,50,2,10,8e-04,0.164081632653061,29
3,50,2,10,8e-04,0.164081632653061,58
3,50,2,10,8e-04,0.163265306122449,114
3,50,2,10,8e-04,0.161632653061224,225
3,50,2,10,0.0012,0.159591836734694,442
3,50,2,10,0.0012,0.155510204081633,870
3,50,2,10,0.0016,0.149387755102041,1712
3,50,2,10,0.0016,0.13265306122449,3368
3,50,2,10,0.002,0.11,6627
3,50,2,10,0.002,0.0789795918367347,13039
3,50,2,10,0.0032,0.0502040816326531,25657
3,50,2,10,0.004,0.0293877551020408,50484
3,50,2,10,0.004,0.0210204081632653,99334
3,50,2,10,0.0044,0.0197959183673469,195455
3,50,2,10,0.0044,0.0206122448979592,384586
3,50,2,10,0.0064,0.0193877551020408,756729
4,50,2,10,0.0012,0.164897959183673,1
4,50,2,10,0.0012,0.164897959183673,2
4,50,2,10,0.0012,0.16469387755102,4
4,50,2,10,0.0012,0.16469387755102,8
4,50,2,10,0.0012,0.16469387755102,15
4,50,2,10,0.0012,0.16469387755102,29
4,50,2,10,0.0012,0.163877551020408,58
4,50,2,10,0.0012,0.163265306122449,114
4,50,2,10,0.0012,0.161632653061224,225
4,50,2,10,0.0012,0.157959183673469,442
4,50,2,10,0.0016,0.151224489795918,870
4,50,2,10,0.0012,0.143061224489796,1712
4,50,2,10,0.0012,0.131020408163265,3368
4,50,2,10,0.002,0.112857142857143,6627
4,50,2,10,0.002,0.0857142857142857,13039
4,50,2,10,0.0028,0.0544897959183673,25657
4,50,2,10,0.0036,0.0330612244897959,50484
4,50,2,10,0.0044,0.0255102040816327,99334
4,50,2,10,0.0044,0.023469387755102,195455
4,50,2,10,0.0056,0.0222448979591837,384586
4,50,2,10,0.0056,0.0236734693877551,756729
5,50,2,10,0.0012,0.166326530612245,1
5,50,2,10,0.0012,0.166326530612245,2
5,50,2,10,0.0012,0.166326530612245,4
5,50,2,10,0.0012,0.166326530612245,8
5,50,2,10,0.0012,0.166326530612245,15
5,50,2,10,0.0012,0.166326530612245,29
5,50,2,10,0.0012,0.165918367346939,58
5,50,2,10,0.0012,0.16530612244898,114
5,50,2,10,0.0012,0.163877551020408,225
5,50,2,10,0.0012,0.161632653061224,442
5,50,2,10,0.0012,0.154285714285714,870
5,50,2,10,0.0016,0.148367346938776,1712
5,50,2,10,0.0016,0.136734693877551,3368
5,50,2,10,0.002,0.110408163265306,6627
5,50,2,10,0.0024,0.0838775510204082,13039
5,50,2,10,0.0028,0.0538775510204082,25657
5,50,2,10,0.004,0.0314285714285714,50484
5,50,2,10,0.004,0.0208163265306122,99334
5,50,2,10,0.0044,0.0208163265306122,195455
5,50,2,10,0.0044,0.0202040816326531,384586
5,50,2,10,0.0044,0.0191836734693878,756729
1,50,2,100,8e-04,0.0553061224489796,1
1,50,2,100,8e-04,0.0553061224489796,2
1,50,2,100,8e-04,0.0553061224489796,4
1,50,2,100,8e-04,0.0553061224489796,8
1,50,2,100,8e-04,0.0553061224489796,15
1,50,2,100,8e-04,0.0553061224489796,29
1,50,2,100,8e-04,0.0548979591836735,58
1,50,2,100,8e-04,0.0542857142857143,114
1,50,2,100,8e-04,0.0542857142857143,225
1,50,2,100,8e-04,0.0528571428571429,442
1,50,2,100,8e-04,0.0514285714285714,870
1,50,2,100,8e-04,0.0483673469387755,1712
1,50,2,100,0.0012,0.0422448979591837,3368
1,50,2,100,0.0012,0.0328571428571429,6627
1,50,2,100,0.0016,0.0236734693877551,13039
1,50,2,100,0.0016,0.0114285714285714,25657
1,50,2,100,0.0016,0.00448979591836735,50484
1,50,2,100,0.0024,0.00183673469387755,99334
1,50,2,100,0.0032,0.00204081632653061,195455
1,50,2,100,0.0032,0.00224489795918367,384586
1,50,2,100,0.0024,0.00163265306122449,756729
2,50,2,100,8e-04,0.0502040816326531,1
2,50,2,100,8e-04,0.0502040816326531,2
2,50,2,100,8e-04,0.0502040816326531,4
2,50,2,100,8e-04,0.0502040816326531,8
2,50,2,100,8e-04,0.0502040816326531,15
2,50,2,100,8e-04,0.0502040816326531,29
2,50,2,100,8e-04,0.05,58
2,50,2,100,8e-04,0.0497959183673469,114
2,50,2,100,8e-04,0.0493877551020408,225
2,50,2,100,8e-04,0.0481632653061225,442
2,50,2,100,8e-04,0.046734693877551,870
2,50,2,100,8e-04,0.0440816326530612,1712
2,50,2,100,0.0012,0.0391836734693878,3368
2,50,2,100,0.0012,0.0316326530612245,6627
2,50,2,100,0.0016,0.0208163265306122,13039
2,50,2,100,0.0016,0.0118367346938776,25657
2,50,2,100,0.002,0.00551020408163265,50484
2,50,2,100,0.002,0.00244897959183673,99334
2,50,2,100,0.002,0.00204081632653061,195455
2,50,2,100,0.002,0.00204081632653061,384586
2,50,2,100,0.002,0.00204081632653061,756729
3,50,2,100,8e-04,0.053265306122449,1
3,50,2,100,8e-04,0.053265306122449,2
3,50,2,100,8e-04,0.053265306122449,4
3,50,2,100,8e-04,0.0530612244897959,8
3,50,2,100,8e-04,0.0530612244897959,15
3,50,2,100,8e-04,0.0528571428571429,29
3,50,2,100,8e-04,0.0524489795918367,58
3,50,2,100,8e-04,0.0524489795918367,114
3,50,2,100,8e-04,0.0512244897959184,225
3,50,2,100,8e-04,0.0508163265306122,442
3,50,2,100,8e-04,0.0489795918367347,870
3,50,2,100,0.0012,0.046530612244898,1712
3,50,2,100,0.0012,0.0404081632653061,3368
3,50,2,100,0.0012,0.0326530612244898,6627
3,50,2,100,0.0016,0.0224489795918367,13039
3,50,2,100,0.0016,0.0118367346938776,25657
3,50,2,100,0.002,0.00530612244897959,50484
3,50,2,100,0.002,0.00285714285714286,99334
3,50,2,100,0.002,0.00285714285714286,195455
3,50,2,100,0.002,0.0026530612244898,384586
3,50,2,100,0.002,0.0026530612244898,756729
4,50,2,100,8e-04,0.0610204081632653,1
4,50,2,100,8e-04,0.0610204081632653,2
4,50,2,100,8e-04,0.0610204081632653,4
4,50,2,100,8e-04,0.0610204081632653,8
4,50,2,100,8e-04,0.0608163265306122,15
4,50,2,100,8e-04,0.0606122448979592,29
4,50,2,100,8e-04,0.0604081632653061,58
4,50,2,100,8e-04,0.06,114
4,50,2,100,8e-04,0.0597959183673469,225
4,50,2,100,8e-04,0.0585714285714286,442
4,50,2,100,8e-04,0.0561224489795918,870
4,50,2,100,8e-04,0.0518367346938775,1712
4,50,2,100,0.0012,0.0459183673469388,3368
4,50,2,100,0.0012,0.036530612244898,6627
4,50,2,100,0.002,0.0261224489795918,13039
4,50,2,100,0.002,0.0163265306122449,25657
4,50,2,100,0.0024,0.00673469387755102,50484
4,50,2,100,0.0024,0.00306122448979592,99334
4,50,2,100,0.0024,0.00306122448979592,195455
4,50,2,100,0.0024,0.00306122448979592,384586
4,50,2,100,0.0024,0.00306122448979592,756729
5,50,2,100,8e-04,0.0528571428571429,1
5,50,2,100,8e-04,0.0528571428571429,2
5,50,2,100,8e-04,0.0528571428571429,4
5,50,2,100,8e-04,0.0528571428571429,8
5,50,2,100,8e-04,0.0526530612244898,15
5,50,2,100,8e-04,0.0526530612244898,29
5,50,2,100,8e-04,0.0526530612244898,58
5,50,2,100,8e-04,0.0516326530612245,114
5,50,2,100,8e-04,0.0508163265306122,225
5,50,2,100,8e-04,0.05,442
5,50,2,100,8e-04,0.0473469387755102,870
5,50,2,100,8e-04,0.043469387755102,1712
5,50,2,100,0.0012,0.0402040816326531,3368
5,50,2,100,0.0012,0.0330612244897959,6627
5,50,2,100,0.0012,0.0238775510204082,13039
5,50,2,100,0.0016,0.0120408163265306,25657
5,50,2,100,0.0016,0.00510204081632653,50484
5,50,2,100,0.0024,0.00244897959183673,99334
5,50,2,100,0.0024,0.00224489795918367,195455
5,50,2,100,0.0024,0.0026530612244898,384586
5,50,2,100,0.0024,0.00306122448979592,756729
1,50,2,200,8e-04,0.0414285714285714,1
1,50,2,200,8e-04,0.0414285714285714,2
1,50,2,200,8e-04,0.0414285714285714,4
1,50,2,200,8e-04,0.0414285714285714,8
1,50,2,200,8e-04,0.0414285714285714,15
1,50,2,200,8e-04,0.0414285714285714,29
1,50,2,200,8e-04,0.0412244897959184,58
1,50,2,200,8e-04,0.0408163265306122,114
1,50,2,200,8e-04,0.0408163265306122,225
1,50,2,200,8e-04,0.0404081632653061,442
1,50,2,200,8e-04,0.0395918367346939,870
1,50,2,200,8e-04,0.036734693877551,1712
1,50,2,200,8e-04,0.0318367346938776,3368
1,50,2,200,0.0012,0.0251020408163265,6627
1,50,2,200,0.0016,0.0173469387755102,13039
1,50,2,200,0.0016,0.00938775510204082,25657
1,50,2,200,0.0024,0.00285714285714286,50484
1,50,2,200,0.0024,0.00142857142857143,99334
1,50,2,200,0.0024,0.00122448979591837,195455
1,50,2,200,0.0024,0.00122448979591837,384586
1,50,2,200,0.0024,0.00122448979591837,756729
2,50,2,200,8e-04,0.0373469387755102,1
2,50,2,200,8e-04,0.0373469387755102,2
2,50,2,200,8e-04,0.0373469387755102,4
2,50,2,200,8e-04,0.0373469387755102,8
2,50,2,200,8e-04,0.0373469387755102,15
2,50,2,200,8e-04,0.0373469387755102,29
2,50,2,200,8e-04,0.0373469387755102,58
2,50,2,200,8e-04,0.0371428571428571,114
2,50,2,200,8e-04,0.0369387755102041,225
2,50,2,200,8e-04,0.0361224489795918,442
2,50,2,200,8e-04,0.0357142857142857,870
2,50,2,200,8e-04,0.0330612244897959,1712
2,50,2,200,8e-04,0.0287755102040816,3368
2,50,2,200,0.0012,0.0238775510204082,6627
2,50,2,200,0.0012,0.0153061224489796,13039
2,50,2,200,0.0012,0.00714285714285714,25657
2,50,2,200,0.0012,0.00326530612244898,50484
2,50,2,200,0.0012,0.00163265306122449,99334
2,50,2,200,0.0012,0.00163265306122449,195455
2,50,2,200,0.0012,0.00183673469387755,384586
2,50,2,200,0.0012,0.00183673469387755,756729
3,50,2,200,8e-04,0.036734693877551,1
3,50,2,200,8e-04,0.036734693877551,2
3,50,2,200,8e-04,0.036734693877551,4
3,50,2,200,8e-04,0.036734693877551,8
3,50,2,200,8e-04,0.036530612244898,15
3,50,2,200,8e-04,0.036530612244898,29
3,50,2,200,8e-04,0.036530612244898,58
3,50,2,200,8e-04,0.036530612244898,114
3,50,2,200,8e-04,0.0363265306122449,225
3,50,2,200,8e-04,0.0361224489795918,442
3,50,2,200,8e-04,0.0348979591836735,870
3,50,2,200,8e-04,0.0322448979591837,1712
3,50,2,200,8e-04,0.0283673469387755,3368
3,50,2,200,0.0012,0.0226530612244898,6627
3,50,2,200,0.0012,0.0151020408163265,13039
3,50,2,200,0.0016,0.00755102040816327,25657
3,50,2,200,0.0016,0.00285714285714286,50484
3,50,2,200,0.002,0.00102040816326531,99334
3,50,2,200,0.002,0.000816326530612245,195455
3,50,2,200,0.002,0.000816326530612245,384586
3,50,2,200,0.002,0.000816326530612245,756729
4,50,2,200,4e-04,0.0397959183673469,1
4,50,2,200,4e-04,0.0397959183673469,2
4,50,2,200,4e-04,0.0397959183673469,4
4,50,2,200,4e-04,0.0397959183673469,8
4,50,2,200,4e-04,0.0397959183673469,15
4,50,2,200,8e-04,0.0395918367346939,29
4,50,2,200,8e-04,0.0395918367346939,58
4,50,2,200,8e-04,0.0395918367346939,114
4,50,2,200,8e-04,0.0393877551020408,225
4,50,2,200,8e-04,0.0385714285714286,442
4,50,2,200,8e-04,0.0377551020408163,870
4,50,2,200,8e-04,0.0357142857142857,1712
4,50,2,200,0.0012,0.0316326530612245,3368
4,50,2,200,0.0012,0.026734693877551,6627
4,50,2,200,0.0016,0.0177551020408163,13039
4,50,2,200,0.0016,0.00816326530612245,25657
4,50,2,200,0.0016,0.00224489795918367,50484
4,50,2,200,0.002,0.00102040816326531,99334
4,50,2,200,0.002,0.000612244897959184,195455
4,50,2,200,0.002,0.000612244897959184,384586
4,50,2,200,0.002,0.00102040816326531,756729
5,50,2,200,8e-04,0.036734693877551,1
5,50,2,200,8e-04,0.036734693877551,2
5,50,2,200,8e-04,0.036734693877551,4
5,50,2,200,8e-04,0.036734693877551,8
5,50,2,200,8e-04,0.036734693877551,15
5,50,2,200,8e-04,0.036530612244898,29
5,50,2,200,8e-04,0.036530612244898,58
5,50,2,200,8e-04,0.0363265306122449,114
5,50,2,200,8e-04,0.0359183673469388,225
5,50,2,200,8e-04,0.0353061224489796,442
5,50,2,200,8e-04,0.0342857142857143,870
5,50,2,200,8e-04,0.0326530612244898,1712
5,50,2,200,8e-04,0.0289795918367347,3368
5,50,2,200,0.0012,0.0224489795918367,6627
5,50,2,200,0.0012,0.0136734693877551,13039
5,50,2,200,0.0016,0.00673469387755102,25657
5,50,2,200,0.0016,0.00285714285714286,50484
5,50,2,200,0.0016,0.00122448979591837,99334
5,50,2,200,0.0016,0.000816326530612245,195455
5,50,2,200,0.0016,0.000816326530612245,384586
5,50,2,200,0.0016,0.000816326530612245,756729
1,50,2,250,8e-04,0.0379591836734694,1
1,50,2,250,8e-04,0.0379591836734694,2
1,50,2,250,8e-04,0.0379591836734694,4
1,50,2,250,8e-04,0.0379591836734694,8
1,50,2,250,8e-04,0.0379591836734694,15
1,50,2,250,8e-04,0.0379591836734694,29
1,50,2,250,8e-04,0.0379591836734694,58
1,50,2,250,8e-04,0.0377551020408163,114
1,50,2,250,8e-04,0.0375510204081633,225
1,50,2,250,8e-04,0.0369387755102041,442
1,50,2,250,8e-04,0.0361224489795918,870
1,50,2,250,8e-04,0.0338775510204082,1712
1,50,2,250,8e-04,0.0312244897959184,3368
1,50,2,250,0.0012,0.0238775510204082,6627
1,50,2,250,0.0012,0.0157142857142857,13039
1,50,2,250,0.0012,0.00877551020408163,25657
1,50,2,250,0.0012,0.00306122448979592,50484
1,50,2,250,0.0024,0.00102040816326531,99334
1,50,2,250,0.0024,0.000816326530612245,195455
1,50,2,250,0.0024,0.000816326530612245,384586
1,50,2,250,0.0024,0.000816326530612245,756729
2,50,2,250,8e-04,0.0393877551020408,1
2,50,2,250,8e-04,0.0393877551020408,2
2,50,2,250,8e-04,0.0393877551020408,4
2,50,2,250,8e-04,0.0393877551020408,8
2,50,2,250,8e-04,0.0393877551020408,15
2,50,2,250,8e-04,0.0393877551020408,29
2,50,2,250,8e-04,0.0393877551020408,58
2,50,2,250,8e-04,0.0391836734693878,114
2,50,2,250,8e-04,0.0391836734693878,225
2,50,2,250,8e-04,0.0381632653061224,442
2,50,2,250,0.0012,0.0353061224489796,870
2,50,2,250,0.0012,0.033469387755102,1712
2,50,2,250,0.0012,0.0287755102040816,3368
2,50,2,250,0.0012,0.0220408163265306,6627
2,50,2,250,0.0012,0.0144897959183673,13039
2,50,2,250,0.0012,0.0063265306122449,25657
2,50,2,250,0.0012,0.00244897959183673,50484
2,50,2,250,0.0016,0.000612244897959184,99334
2,50,2,250,0.0016,0.000612244897959184,195455
2,50,2,250,0.0016,0.000612244897959184,384586
2,50,2,250,0.0016,0.000612244897959184,756729
3,50,2,250,8e-04,0.0397959183673469,1
3,50,2,250,8e-04,0.0397959183673469,2
3,50,2,250,8e-04,0.0397959183673469,4
3,50,2,250,8e-04,0.0397959183673469,8
3,50,2,250,8e-04,0.0397959183673469,15
3,50,2,250,8e-04,0.0395918367346939,29
3,50,2,250,8e-04,0.0393877551020408,58
3,50,2,250,8e-04,0.0385714285714286,114
3,50,2,250,8e-04,0.0383673469387755,225
3,50,2,250,8e-04,0.0379591836734694,442
3,50,2,250,8e-04,0.0373469387755102,870
3,50,2,250,8e-04,0.0351020408163265,1712
3,50,2,250,0.0012,0.033469387755102,3368
3,50,2,250,0.0012,0.0246938775510204,6627
3,50,2,250,0.0012,0.0187755102040816,13039
3,50,2,250,0.0012,0.0102040816326531,25657
3,50,2,250,0.0016,0.00326530612244898,50484
3,50,2,250,0.0016,0.00142857142857143,99334
3,50,2,250,0.0016,0.00122448979591837,195455
3,50,2,250,0.0016,0.00122448979591837,384586
3,50,2,250,0.0016,0.00122448979591837,756729
4,50,2,250,8e-04,0.0344897959183673,1
4,50,2,250,8e-04,0.0344897959183673,2
4,50,2,250,8e-04,0.0344897959183673,4
4,50,2,250,8e-04,0.0344897959183673,8
4,50,2,250,8e-04,0.0344897959183673,15
4,50,2,250,8e-04,0.0342857142857143,29
4,50,2,250,8e-04,0.0340816326530612,58
4,50,2,250,8e-04,0.0340816326530612,114
4,50,2,250,8e-04,0.033469387755102,225
4,50,2,250,8e-04,0.033265306122449,442
4,50,2,250,8e-04,0.0320408163265306,870
4,50,2,250,0.0012,0.0304081632653061,1712
4,50,2,250,0.0012,0.0263265306122449,3368
4,50,2,250,0.0012,0.0218367346938776,6627
4,50,2,250,0.0012,0.0144897959183673,13039
4,50,2,250,0.0012,0.0073469387755102,25657
4,50,2,250,0.0016,0.00244897959183673,50484
4,50,2,250,0.0016,0.000612244897959184,99334
4,50,2,250,0.0016,0.000612244897959184,195455
4,50,2,250,0.0016,0.000612244897959184,384586
4,50,2,250,0.0016,0.000816326530612245,756729
5,50,2,250,8e-04,0.036530612244898,1
5,50,2,250,8e-04,0.036530612244898,2
5,50,2,250,8e-04,0.036530612244898,4
5,50,2,250,8e-04,0.036530612244898,8
5,50,2,250,8e-04,0.036530612244898,15
5,50,2,250,8e-04,0.036530612244898,29
5,50,2,250,8e-04,0.036530612244898,58
5,50,2,250,8e-04,0.036530612244898,114
5,50,2,250,8e-04,0.0361224489795918,225
5,50,2,250,0.0012,0.0351020408163265,442
5,50,2,250,0.0012,0.0336734693877551,870
5,50,2,250,0.0012,0.0320408163265306,1712
5,50,2,250,8e-04,0.0289795918367347,3368
5,50,2,250,0.0012,0.0240816326530612,6627
5,50,2,250,0.0012,0.0175510204081633,13039
5,50,2,250,0.0016,0.00795918367346939,25657
5,50,2,250,0.0016,0.0026530612244898,50484
5,50,2,250,0.002,0.000816326530612245,99334
5,50,2,250,0.002,0.000816326530612245,195455
5,50,2,250,0.002,0.00102040816326531,384586
5,50,2,250,0.002,0.000816326530612245,756729
1,50,2,300,8e-04,0.0312244897959184,1
1,50,2,300,8e-04,0.0312244897959184,2
1,50,2,300,8e-04,0.0312244897959184,4
1,50,2,300,8e-04,0.0312244897959184,8
1,50,2,300,8e-04,0.0312244897959184,15
1,50,2,300,8e-04,0.0312244897959184,29
1,50,2,300,8e-04,0.0312244897959184,58
1,50,2,300,8e-04,0.0312244897959184,114
1,50,2,300,8e-04,0.0312244897959184,225
1,50,2,300,8e-04,0.0308163265306122,442
1,50,2,300,8e-04,0.0295918367346939,870
1,50,2,300,8e-04,0.0285714285714286,1712
1,50,2,300,8e-04,0.0240816326530612,3368
1,50,2,300,0.0012,0.0191836734693878,6627
1,50,2,300,0.0012,0.0110204081632653,13039
1,50,2,300,0.0016,0.00571428571428571,25657
1,50,2,300,0.0016,0.00224489795918367,50484
1,50,2,300,0.0016,0.00122448979591837,99334
1,50,2,300,0.0016,0.00122448979591837,195455
1,50,2,300,0.0016,0.00122448979591837,384586
1,50,2,300,0.0016,0.00122448979591837,756729
2,50,2,300,8e-04,0.0344897959183673,1
2,50,2,300,8e-04,0.0344897959183673,2
2,50,2,300,8e-04,0.0344897959183673,4
2,50,2,300,8e-04,0.0342857142857143,8
2,50,2,300,8e-04,0.0342857142857143,15
2,50,2,300,8e-04,0.0342857142857143,29
2,50,2,300,8e-04,0.0338775510204082,58
2,50,2,300,8e-04,0.0336734693877551,114
2,50,2,300,8e-04,0.033469387755102,225
2,50,2,300,8e-04,0.0330612244897959,442
2,50,2,300,8e-04,0.0314285714285714,870
2,50,2,300,8e-04,0.0289795918367347,1712
2,50,2,300,8e-04,0.0257142857142857,3368
2,50,2,300,8e-04,0.0210204081632653,6627
2,50,2,300,0.0012,0.0140816326530612,13039
2,50,2,300,0.0012,0.00653061224489796,25657
2,50,2,300,0.0012,0.00163265306122449,50484
2,50,2,300,0.0012,0.000612244897959184,99334
2,50,2,300,0.0012,0.000408163265306122,195455
2,50,2,300,0.0012,0.000408163265306122,384586
2,50,2,300,0.0012,0.000408163265306122,756729
3,50,2,300,4e-04,0.03,1
3,50,2,300,4e-04,0.03,2
3,50,2,300,4e-04,0.03,4
3,50,2,300,4e-04,0.03,8
3,50,2,300,4e-04,0.03,15
3,50,2,300,4e-04,0.03,29
3,50,2,300,8e-04,0.0297959183673469,58
3,50,2,300,8e-04,0.0297959183673469,114
3,50,2,300,8e-04,0.0293877551020408,225
3,50,2,300,8e-04,0.0289795918367347,442
3,50,2,300,8e-04,0.0277551020408163,870
3,50,2,300,8e-04,0.0255102040816327,1712
3,50,2,300,8e-04,0.0222448979591837,3368
3,50,2,300,0.0012,0.0191836734693878,6627
3,50,2,300,0.0012,0.0124489795918367,13039
