"nodeCode","nodeID","name","longitude","latitude"
"AGO1",1,"Bengo",13.8814127308066,-8.97773979450697
"AGO2",2,"Benguela",13.9897061867238,-12.9335117306561
"AGO3",3,"Bié",17.3625811516042,-12.3249331194326
"AGO4",4,"Cabinda",12.4756610107914,-5.039294188757
"AGO5",5,"Cuando Cubango",19.5164225692446,-16.1185375776018
"AGO6",6,"Cuanza Norte",14.9459606358079,-8.89862227331792
"AGO7",7,"Cuanza Sul",15.0448494087662,-10.8259803469147
"AGO8",8,"Cunene",15.5785204267545,-16.5035128616829
"AGO9",9,"Huambo",15.7456338398555,-12.5691716471033
"AGO10",10,"Huíla",14.9500964513417,-14.7428803174751
"AGO11",11,"Luanda",13.3104510329991,-8.97973646481675
"AGO12",12,"Lunda Norte",19.4929041315048,-8.65208694009704
"AGO13",13,"Lunda Sul",20.6553994817193,-10.1761503952118
"AGO14",14,"Malanje",16.958205519633,-9.49005178803414
"AGO15",15,"Moxico",21.0400746801256,-12.879725572789
"AGO16",16,"Namibe",12.7271279249505,-15.4931569551913
"AGO17",17,"Uíge",15.4773900055851,-7.02405116597207
"AGO18",18,"Zaire",13.5618675750254,-6.60852461746203
