"nodeCode","nodeID","name","longitude","latitude"
"KHM1",1,"Bântéay Méanchey",103.015157547261,13.7046475663958
"KHM2",2,"Batdâmbâng",103.101657473746,12.9791830252249
"KHM3",3,"Kâmpóng Cham",105.271872352124,12.1255546411468
"KHM4",4,"Kâmpóng Chhnang",104.559242712482,12.1662371075332
"KHM5",5,"Kâmpóng Spœ",104.297914858974,11.5409615648732
"KHM6",6,"Kâmpóng Thum",105.049070696916,12.82231821105
"KHM7",7,"Kâmpôt",104.309636414626,10.7949386944606
"KHM8",8,"Kândal",105.004412765132,11.4354178807526
"KHM9",9,"Kaôh Kong",103.467717198825,11.4648038504735
"KHM10",10,"Kep",104.343950743977,10.5230167577419
"KHM11",11,"Krâchéh",106.169590593064,12.6282814720258
"KHM12",12,"Krong Pailin",102.633335746457,12.8783908155906
"KHM13",13,"Krong Preah Sihanouk",103.755163980671,10.6852316911084
"KHM14",14,"Môndól Kiri",106.991007925482,12.7660197286975
"KHM15",15,"Otdar Mean Chey",103.702760354178,14.1955071263345
"KHM16",16,"Phnom Penh",104.868845934113,11.5533099273397
"KHM17",17,"Pouthisat",103.636298375164,12.3651936869371
"KHM18",18,"Preah Vihéar",105.007948725575,13.7979600624025
"KHM19",19,"Prey Vêng",105.424391747392,11.396084824594
"KHM20",20,"Rôtânôkiri",107.087045986625,13.7929137287559
"KHM21",21,"Siemréab",104.030271353012,13.5316686073377
"KHM22",22,"Stœng Trêng",106.176849721317,13.8033941802064
"KHM23",23,"Svay Rieng",105.861696855108,11.1569248786282
"KHM24",24,"Takêv",104.816168095823,10.9402861356972
"KHM25",25,"Tbong Khmum",105.886073171682,11.9359849016927
