"nodeID_from","nodeID_to","weight","country_name","country_ISO3"
1,1,363594,"Morocco","MAR"
1,10,12165,"Morocco","MAR"
1,11,23106,"Morocco","MAR"
1,12,19384,"Morocco","MAR"
1,13,31414,"Morocco","MAR"
1,14,13378,"Morocco","MAR"
1,15,14618,"Morocco","MAR"
1,2,29480,"Morocco","MAR"
1,3,14399,"Morocco","MAR"
1,4,17728,"Morocco","MAR"
1,5,41543,"Morocco","MAR"
1,6,18469,"Morocco","MAR"
1,7,19297,"Morocco","MAR"
1,8,20112,"Morocco","MAR"
1,9,17022,"Morocco","MAR"
10,1,12165,"Morocco","MAR"
10,10,262909,"Morocco","MAR"
10,11,14078,"Morocco","MAR"
10,12,12657,"Morocco","MAR"
10,13,13379,"Morocco","MAR"
10,14,17531,"Morocco","MAR"
10,15,48356,"Morocco","MAR"
10,2,11583,"Morocco","MAR"
10,3,18233,"Morocco","MAR"
10,4,16121,"Morocco","MAR"
10,5,12109,"Morocco","MAR"
10,6,11932,"Morocco","MAR"
10,7,12216,"Morocco","MAR"
10,8,11807,"Morocco","MAR"
10,9,19397,"Morocco","MAR"
11,1,23106,"Morocco","MAR"
11,10,14078,"Morocco","MAR"
11,11,143400,"Morocco","MAR"
11,12,20409,"Morocco","MAR"
11,13,19793,"Morocco","MAR"
11,14,17191,"Morocco","MAR"
11,15,19383,"Morocco","MAR"
11,2,19819,"Morocco","MAR"
11,3,18826,"Morocco","MAR"
11,4,32915,"Morocco","MAR"
11,5,20110,"Morocco","MAR"
11,6,21081,"Morocco","MAR"
11,7,17640,"Morocco","MAR"
11,8,19617,"Morocco","MAR"
11,9,23399,"Morocco","MAR"
12,1,19384,"Morocco","MAR"
12,10,12657,"Morocco","MAR"
12,11,20409,"Morocco","MAR"
12,12,224874,"Morocco","MAR"
12,13,22604,"Morocco","MAR"
12,14,14134,"Morocco","MAR"
12,15,14155,"Morocco","MAR"
12,2,21789,"Morocco","MAR"
12,3,13490,"Morocco","MAR"
12,4,15746,"Morocco","MAR"
12,5,23871,"Morocco","MAR"
12,6,83456,"Morocco","MAR"
12,7,48396,"Morocco","MAR"
12,8,32573,"Morocco","MAR"
12,9,18746,"Morocco","MAR"
13,1,31414,"Morocco","MAR"
13,10,13379,"Morocco","MAR"
13,11,19793,"Morocco","MAR"
13,12,22604,"Morocco","MAR"
13,13,544340,"Morocco","MAR"
13,14,13996,"Morocco","MAR"
13,15,14746,"Morocco","MAR"
13,2,17790,"Morocco","MAR"
13,3,13613,"Morocco","MAR"
13,4,15959,"Morocco","MAR"
13,5,20158,"Morocco","MAR"
13,6,20624,"Morocco","MAR"
13,7,25404,"Morocco","MAR"
13,8,26232,"Morocco","MAR"
13,9,22629,"Morocco","MAR"
14,1,13378,"Morocco","MAR"
14,10,17531,"Morocco","MAR"
14,11,17191,"Morocco","MAR"
14,12,14134,"Morocco","MAR"
14,13,13996,"Morocco","MAR"
14,14,258880,"Morocco","MAR"
14,15,40509,"Morocco","MAR"
14,2,13201,"Morocco","MAR"
14,3,20450,"Morocco","MAR"
14,4,33079,"Morocco","MAR"
14,5,13876,"Morocco","MAR"
14,6,13449,"Morocco","MAR"
14,7,12636,"Morocco","MAR"
14,8,12998,"Morocco","MAR"
14,9,18488,"Morocco","MAR"
15,1,14618,"Morocco","MAR"
15,10,48356,"Morocco","MAR"
15,11,19383,"Morocco","MAR"
15,12,14155,"Morocco","MAR"
15,13,14746,"Morocco","MAR"
15,14,40509,"Morocco","MAR"
15,15,640333,"Morocco","MAR"
15,2,13024,"Morocco","MAR"
15,3,60098,"Morocco","MAR"
15,4,19069,"Morocco","MAR"
15,5,15721,"Morocco","MAR"
15,6,15094,"Morocco","MAR"
15,7,15491,"Morocco","MAR"
15,8,13167,"Morocco","MAR"
15,9,25582,"Morocco","MAR"
2,1,29480,"Morocco","MAR"
2,10,11583,"Morocco","MAR"
2,11,19819,"Morocco","MAR"
2,12,21789,"Morocco","MAR"
2,13,17790,"Morocco","MAR"
2,14,13201,"Morocco","MAR"
2,15,13024,"Morocco","MAR"
2,2,486999,"Morocco","MAR"
2,3,12981,"Morocco","MAR"
2,4,16581,"Morocco","MAR"
2,5,35110,"Morocco","MAR"
2,6,20546,"Morocco","MAR"
2,7,38515,"Morocco","MAR"
2,8,25650,"Morocco","MAR"
2,9,14274,"Morocco","MAR"
3,1,14399,"Morocco","MAR"
3,10,18233,"Morocco","MAR"
3,11,18826,"Morocco","MAR"
3,12,13490,"Morocco","MAR"
3,13,13613,"Morocco","MAR"
3,14,20450,"Morocco","MAR"
3,15,60098,"Morocco","MAR"
3,2,12981,"Morocco","MAR"
3,3,257156,"Morocco","MAR"
3,4,18959,"Morocco","MAR"
3,5,15771,"Morocco","MAR"
3,6,14420,"Morocco","MAR"
3,7,13223,"Morocco","MAR"
3,8,13311,"Morocco","MAR"
3,9,30158,"Morocco","MAR"
4,1,17728,"Morocco","MAR"
4,10,16121,"Morocco","MAR"
4,11,32915,"Morocco","MAR"
4,12,15746,"Morocco","MAR"
4,13,15959,"Morocco","MAR"
4,14,33079,"Morocco","MAR"
4,15,19069,"Morocco","MAR"
4,2,16581,"Morocco","MAR"
4,3,18959,"Morocco","MAR"
4,4,426921,"Morocco","MAR"
4,5,17968,"Morocco","MAR"
4,6,15621,"Morocco","MAR"
4,7,15405,"Morocco","MAR"
4,8,14961,"Morocco","MAR"
4,9,24493,"Morocco","MAR"
5,1,41543,"Morocco","MAR"
5,10,12109,"Morocco","MAR"
5,11,20110,"Morocco","MAR"
5,12,23871,"Morocco","MAR"
5,13,20158,"Morocco","MAR"
5,14,13876,"Morocco","MAR"
5,15,15721,"Morocco","MAR"
5,2,35110,"Morocco","MAR"
5,3,15771,"Morocco","MAR"
5,4,17968,"Morocco","MAR"
5,5,79522,"Morocco","MAR"
5,6,19840,"Morocco","MAR"
5,7,17329,"Morocco","MAR"
5,8,23401,"Morocco","MAR"
5,9,16137,"Morocco","MAR"
6,1,18469,"Morocco","MAR"
6,10,11932,"Morocco","MAR"
6,11,21081,"Morocco","MAR"
6,12,83456,"Morocco","MAR"
6,13,20624,"Morocco","MAR"
6,14,13449,"Morocco","MAR"
6,15,15094,"Morocco","MAR"
6,2,20546,"Morocco","MAR"
6,3,14420,"Morocco","MAR"
6,4,15621,"Morocco","MAR"
6,5,19840,"Morocco","MAR"
6,6,1885310,"Morocco","MAR"
6,7,221334,"Morocco","MAR"
6,8,25605,"Morocco","MAR"
6,9,16677,"Morocco","MAR"
7,1,19297,"Morocco","MAR"
7,10,12216,"Morocco","MAR"
7,11,17640,"Morocco","MAR"
7,12,48396,"Morocco","MAR"
7,13,25404,"Morocco","MAR"
7,14,12636,"Morocco","MAR"
7,15,15491,"Morocco","MAR"
7,2,38515,"Morocco","MAR"
7,3,13223,"Morocco","MAR"
7,4,15405,"Morocco","MAR"
7,5,17329,"Morocco","MAR"
7,6,221334,"Morocco","MAR"
7,7,9981959,"Morocco","MAR"
7,8,29276,"Morocco","MAR"
7,9,18262,"Morocco","MAR"
8,1,20112,"Morocco","MAR"
8,10,11807,"Morocco","MAR"
8,11,19617,"Morocco","MAR"
8,12,32573,"Morocco","MAR"
8,13,26232,"Morocco","MAR"
8,14,12998,"Morocco","MAR"
8,15,13167,"Morocco","MAR"
8,2,25650,"Morocco","MAR"
8,3,13311,"Morocco","MAR"
8,4,14961,"Morocco","MAR"
8,5,23401,"Morocco","MAR"
8,6,25605,"Morocco","MAR"
8,7,29276,"Morocco","MAR"
8,8,198148,"Morocco","MAR"
8,9,15106,"Morocco","MAR"
9,1,17022,"Morocco","MAR"
9,10,19397,"Morocco","MAR"
9,11,23399,"Morocco","MAR"
9,12,18746,"Morocco","MAR"
9,13,22629,"Morocco","MAR"
9,14,18488,"Morocco","MAR"
9,15,25582,"Morocco","MAR"
