"nodeCode","nodeID","name","longitude","latitude"
"LKA1_1",1,"Addalachchenai",81.8218418699821,7.27364036734025
"LKA1_2",2,"Akkaraipattu",81.7774423827811,7.2218643179999
"LKA1_3",3,"Alayadiwembu",81.7959469992486,7.17812572500696
"LKA1_4",4,"Ampara",81.6094719339012,7.27277532582463
"LKA1_5",5,"Damana",81.6237854398739,7.15601323236821
"LKA1_6",6,"Dehiattakandiya",81.0863132337034,7.62499682505397
"LKA1_7",7,"Eragama",81.7299767676114,7.26328754657503
"LKA1_8",8,"Kalmunai",81.80578015944,7.4515659841626
"LKA1_9",9,"Karativu",81.8338882656547,7.37056937066373
"LKA1_10",10,"Lahugala",81.6972494191004,6.79015445982759
"LKA1_11",11,"Mahaoya",81.349437020169,7.56162780695776
"LKA1_12",12,"Navithanveli",81.7578893961108,7.42795338119167
"LKA1_13",13,"Ninthavur",81.8412195726658,7.3270087847761
"LKA1_14",14,"Padiyathalawa",81.2604831710055,7.42937228488305
"LKA1_15",15,"Pothuvil",81.8006395397097,6.94347576842747
"LKA1_16",16,"Sainthamarathu",81.8193211785592,7.41641613477875
"LKA1_17",17,"Samanthurai",81.771033937916,7.3429096861203
"LKA1_18",18,"Thirukkovil",81.7927006516146,7.08960254180394
"LKA1_19",19,"Uhana",81.5891749098454,7.39827282407972
"LKA2_20",20,"Galenbindunuwewa",80.7114788343507,8.26735776153321
"LKA2_21",21,"Galnewa",80.4519353699565,8.01822701864784
"LKA2_22",22,"Horowpothana",80.8498330907887,8.51718623599318
"LKA2_23",23,"Ipalogama",80.5069924704054,8.08679035207652
"LKA2_24",24,"Kahatagasdigiliya",80.7107178346652,8.41947372422999
"LKA2_25",25,"Kebithigollewa",80.7054855331311,8.7140108596524
"LKA2_26",26,"Kekirawa",80.6266152725203,8.06296285913182
"LKA2_27",27,"Maha Vilachchiya",80.182535554351,8.53632266566358
"LKA2_28",28,"Medawachchiya",80.4913084245833,8.57977974022556
"LKA2_29",29,"Mihinthale",80.5441291217802,8.3485609243723
"LKA2_30",30,"N. Palatha Central",80.3545741352733,8.40923054242571
"LKA2_31",31,"N. Palatha East",80.4494410524784,8.30884227470466
"LKA2_32",32,"Nachchadoowa",80.4192183909796,8.25480972933651
"LKA2_33",33,"Nochchiyagama",80.1263640102025,8.32891319836055
"LKA2_34",34,"Padaviya",80.7834175941721,8.84841937754532
"LKA2_35",35,"Palagala",80.5378069524217,7.90528500886974
"LKA2_36",36,"Palugaswewa",80.7159488216723,8.06848820296594
"LKA2_37",37,"Rajanganaya",80.1858412272199,8.17968300158326
"LKA2_38",38,"Rambewa",80.5684157761739,8.47435272038875
"LKA2_39",39,"Thalawa",80.3791199845567,8.1839823637255
"LKA2_40",40,"Thambuttegama",80.3218146746205,8.15016705437103
"LKA2_41",41,"Thirappane",80.5562323313655,8.20575385844912
"LKA3_42",42,"Badulla",81.0885807382979,6.9860301491696
"LKA3_43",43,"Bandarawela",81.0053647309928,6.82893862473986
"LKA3_44",44,"Ella",81.0657051226167,6.86748239203948
"LKA3_45",45,"Hali-Ela",81.0195758679543,6.9445447908422
"LKA3_46",46,"Haputale",80.9599448159073,6.7915574335048
"LKA3_47",47,"Hildummulla",80.9628657815155,6.70215310231413
"LKA3_48",48,"Kandaketiya",80.9938663461787,7.13039786299395
"LKA3_49",49,"Lunugala",81.2017910241376,7.0416301440123
"LKA3_50",50,"Mahiyanganaya",81.0815945698936,7.43564481798439
"LKA3_51",51,"Meegahakivula",81.0833156838291,7.12646714026704
"LKA3_52",52,"Passara",81.1505202668977,6.98213627055143
"LKA3_53",53,"Rideemaliyadda",81.1337394335913,7.26902768421838
"LKA3_54",54,"Soranathota",81.0482579627367,7.0465828545432
"LKA3_55",55,"Uva Paranagama",80.9169361570231,6.96567751237458
"LKA3_56",56,"Welimada",80.8810145437882,6.86124816313743
"LKA4_57",57,"Eravur Pattu",81.4667846363133,7.71172075187878
"LKA4_58",58,"Eravur Town",81.6763108459555,7.73349497738864
"LKA4_59",59,"Kattankudy",81.733867977627,7.67846620242284
"LKA4_60",60,"Koralai Pattu (Valachchenai)",81.3938157087885,7.84686155696636
"LKA4_61",61,"Koralai Pattu North",81.3934891936537,8.08396705579312
"LKA4_62",62,"Koralai Pattu West (Oddamavadi)",81.3754878059737,7.92243466668554
"LKA4_63",63,"Manmunai North",81.7194685047885,7.70514205027789
"LKA4_64",64,"Manmunai Pattu (Araipattai)",81.753484666965,7.6391081124724
"LKA4_65",65,"Manmunai South-West",81.6744627905364,7.57187130839148
"LKA4_66",66,"Manmunai South and Eruvilpattu",81.7889445004476,7.53304486832485
"LKA4_67",67,"Manmunai West",81.5942229538177,7.62315835337681
"LKA4_68",68,"Porativu Pattu",81.7054497024102,7.49660516269505
"LKA5_69",69,"Colombo",79.8635446735272,6.94169537721954
"LKA5_70",70,"Dehiwala-Mount Lavinia",79.8770680308466,6.83942709909319
"LKA5_71",71,"Hanwella",80.1471277612129,6.92238201111596
"LKA5_72",72,"Homagama",80.0170014524277,6.83302081623666
"LKA5_73",73,"Kaduwela",79.9763353777361,6.90177186485965
"LKA5_74",74,"Kesbewa",79.9298793480981,6.80178609974242
"LKA5_75",75,"Kolonnawa",79.9150897002905,6.93439353066201
"LKA5_76",76,"Maharagama",79.9411933274044,6.85470941726459
"LKA5_77",77,"Moratuwa",79.8913170265718,6.78207533998095
"LKA5_78",78,"Padukka",80.1231874770344,6.83402635127768
"LKA5_79",79,"Sri Jayawardanapura Kotte",79.8971843295309,6.89068434260054
