"nodeCode","nodeID","name","longitude","latitude"
"MOZ1",1,"Cabo Delgado",39.3666712401361,-12.4586204571183
"MOZ2",2,"Gaza",32.8040834968137,-23.3204720636176
"MOZ3",3,"Inhambane",34.5146461348811,-22.8088790061743
"MOZ4",4,"Manica",33.4290782113291,-19.02047288212
"MOZ5",5,"Maputo",32.4501145191924,-25.52759199095
"MOZ6",6,"Maputo City",32.559487661609,-25.8869107813829
"MOZ7",7,"Nampula",39.2477941450207,-14.9648158546022
"MOZ8",8,"Nassa",36.4651007209423,-13.0604932784071
"MOZ9",9,"Sofala",34.6753410849306,-19.0619764060876
"MOZ10",10,"Tete",32.7681737156806,-15.5166826503308
"MOZ11",11,"Zambezia",36.983162682526,-16.6513330352132
