"nodeCode","nodeID","name","longitude","latitude"
"LAO1",1,"Attapu",106.945075741272,14.7938545348946
"LAO2",2,"Bokeo",100.642906601249,20.3510563026746
"LAO3",3,"Bolikhamxai",104.259675465893,18.488857566923
"LAO4",4,"Champasak",105.960564022771,14.7716860434461
"LAO5",5,"Houaphan",104.009342822008,20.2838570438242
"LAO6",6,"Khammouan",105.260559384195,17.5695407543217
"LAO7",7,"Louang Namtha",101.143447637843,20.8884130611451
"LAO8",8,"Louangphrabang",102.552407861783,20.1325906398513
"LAO9",9,"Oudômxai",101.729691061356,20.4180307471006
"LAO10",10,"Phôngsali",102.241822866098,21.6544468241516
"LAO11",11,"Saravan",106.273701961224,15.8483944070198
"LAO12",12,"Savannakhét",105.705702420335,16.553723207531
"LAO13",13,"Vientiane",102.130947589469,18.6306991613758
"LAO14",14,"Vientiane [prefecture]",102.580472196648,18.1428828566435
"LAO15",15,"Xaignabouri",101.346479466679,18.9406344173871
"LAO16",16,"Xaisômboun",103.092176658835,18.8847919865446
"LAO17",17,"Xékong",107.039114407233,15.5820192265789
"LAO18",18,"Xiangkhoang",103.519296612655,19.465684669044
