"nodeCode","nodeID","name","longitude","latitude"
"ERI1",1,"Anseba",38.8773455954563,15.3328511349685
"ERI3",3,"Debubawi Keyih Bahri",41.6414358016839,13.7269350258991
"ERI4",4,"Gash Barka",37.4195742387727,15.2041110349053
"ERI5",5,"Maekel",38.9270553871927,14.8221333159031
"ERI6",6,"Semenawi Keyih Bahri",37.7665023822542,16.4506506252858
