"nodeCode","nodeID","name","longitude","latitude"
"SLV1",1,"Ahuachapán",-89.9019111460918,13.8575379105585
"SLV2",2,"Cabañas",-88.7088385507417,13.8770264303516
"SLV3",3,"Chalatenango",-89.0746024913692,14.1311761141955
"SLV4",4,"Cuscatlán",-89.020022932067,13.8355949868295
"SLV5",5,"La Libertad",-89.3626553226701,13.7042149008913
"SLV6",6,"La Paz",-88.9641166594302,13.4752439388365
"SLV7",7,"La Unión",-87.8893981063544,13.5231403598397
"SLV8",8,"Morazán",-88.1067482948079,13.7664523033038
"SLV9",9,"San Miguel",-88.254690070934,13.5360760859459
"SLV10",10,"San Salvador",-89.1654301952463,13.7632855707771
"SLV11",11,"San Vicente",-88.7211107939907,13.6013450504021
"SLV12",12,"Santa Ana",-89.5051612684856,14.1176051291727
"SLV13",13,"Sonsonate",-89.6842563789348,13.6941728511369
"SLV14",14,"Usulután",-88.4904023338217,13.3821382697251
