"nodeCode","nodeID","name","longitude","latitude"
"MYS1",1,"Johor",103.389917751304,2.05050241499528
"MYS2",2,"Kedah",100.616883890719,5.94561973480598
"MYS3",3,"Kelantan",102.028601975608,5.27913282767813
"MYS4",4,"Kuala Lumpur",101.685485495069,3.13268679663167
"MYS5",5,"Labuan",115.217790339146,5.30907219210912
"MYS6",6,"Melaka",102.307173663093,2.32231379903448
"MYS7",7,"Negeri Sembilan",102.206700005342,2.7741052623823
"MYS8",8,"Pahang",102.54191247107,3.73201259993618
"MYS9",9,"Perak",101.107605710059,4.77056435357434
"MYS10",10,"Perlis",100.242073047595,6.50502980865421
"MYS11",11,"Pulau Pinang",100.399238950183,5.36950976093421
"MYS12",12,"Putrajaya",101.683796984852,2.90521592645175
"MYS13",13,"Sabah",117.128793908097,5.35278113729054
"MYS14",14,"Sarawak",113.310732192484,2.59406946817359
"MYS15",15,"Selangor",101.498876044092,3.27079328711209
"MYS16",16,"Trengganu",102.952591161406,4.92671077749912
