mc,F,q,s_max_den,n_density,iteration
0,2,1,0.012,0.42342342342342343,1
0,2,1,0.012,0.42342342342342343,2
0,2,1,0.012,0.42342342342342343,3
0,2,1,0.012,0.42042042042042044,4
0,2,1,0.012,0.42042042042042044,5
0,2,1,0.012,0.42042042042042044,6
0,2,1,0.012,0.42042042042042044,7
0,2,1,0.012,0.4174174174174174,9
0,2,1,0.012,0.4174174174174174,11
0,2,1,0.012,0.4164164164164164,13
0,2,1,0.012,0.4164164164164164,16
0,2,1,0.012,0.4164164164164164,19
0,2,1,0.013,0.41541541541541543,23
0,2,1,0.013,0.4164164164164164,28
0,2,1,0.013,0.41541541541541543,34
0,2,1,0.013,0.4144144144144144,41
0,2,1,0.013,0.4114114114114114,50
0,2,1,0.013,0.4084084084084084,60
0,2,1,0.016,0.4034034034034034,73
0,2,1,0.016,0.4034034034034034,88
0,2,1,0.016,0.4004004004004004,106
0,2,1,0.016,0.3943943943943944,127
0,2,1,0.016,0.38738738738738737,154
0,2,1,0.017,0.37737737737737737,185
0,2,1,0.018,0.37037037037037035,223
0,2,1,0.018,0.36536536536536535,269
0,2,1,0.02,0.36036036036036034,325
0,2,1,0.023,0.34734734734734735,392
0,2,1,0.023,0.33733733733733734,472
0,2,1,0.026,0.3233233233233233,569
0,2,1,0.026,0.3113113113113113,686
0,2,1,0.028,0.29429429429429427,826
0,2,1,0.028,0.27427427427427425,996
0,2,1,0.031,0.24924924924924924,1201
0,2,1,0.043,0.23123123123123124,1447
0,2,1,0.047,0.2092092092092092,1744
0,2,1,0.049,0.1841841841841842,2102
0,2,1,0.05,0.16616616616616617,2533
0,2,1,0.059,0.14714714714714713,3053
0,2,1,0.067,0.11011011011011011,3679
0,2,1,0.092,0.13813813813813813,4434
0,2,1,0.107,0.1031031031031031,5344
0,2,1,0.138,0.08808808808808809,6441
0,2,1,0.187,0.06406406406406406,7762
0,2,1,0.22,0.05005005005005005,9355
0,2,1,0.274,0.02902902902902903,11274
0,2,1,0.295,0.011011011011011011,13587
0,2,1,0.303,0.005005005005005005,16374
0,2,1,0.306,0.002002002002002002,19733
0,2,1,0.308,0.0,23782
0,2,1,0.308,0.0,28661
0,2,1,0.308,0.0,34541
0,2,1,0.308,0.0,41627
0,2,1,0.308,0.0,50167
0,2,1,0.308,0.0,60459
0,2,1,0.308,0.0,72863
0,2,1,0.308,0.0,87811
0,2,1,0.308,0.0,105825
0,2,1,0.308,0.0,127535
0,2,1,0.308,0.0,153700
0,2,1,0.308,0.0,185232
0,2,1,0.308,0.0,223232
0,2,1,0.308,0.0,269029
0,2,1,0.308,0.0,324221
0,2,1,0.308,0.0,390736
0,2,1,0.308,0.0,470896
0,2,1,0.308,0.0,567501
0,2,1,0.308,0.0,683925
0,2,1,0.308,0.0,824234
0,2,1,0.308,0.0,993327
0,2,1,0.308,0.0,1197110
0,2,1,0.308,0.0,1442699
0,2,1,0.308,0.0,1738672
0,2,1,0.308,0.0,2095364
0,2,1,0.308,0.0,2525232
0,2,1,0.308,0.0,3043288
0,2,1,0.308,0.0,3667625
0,2,1,0.308,0.0,4420045
0,2,1,0.308,0.0,5326826
0,2,1,0.308,0.0,6419634
0,2,1,0.308,0.0,7736635
0,2,1,0.308,0.0,9323820
0,2,1,0.308,0.0,11236619
0,2,1,0.308,0.0,13541833
0,2,1,0.308,0.0,16319966
0,2,1,0.308,0.0,19668038
0,2,1,0.308,0.0,23702974
0,2,1,0.308,0.0,28565684
0,2,1,0.308,0.0,34425988
0,2,1,0.308,0.0,41488545
0,2,1,0.308,0.0,49999999
1,2,1,0.007,0.4344344344344344,1
1,2,1,0.007,0.4344344344344344,2
1,2,1,0.007,0.4344344344344344,3
1,2,1,0.007,0.4344344344344344,4
1,2,1,0.007,0.4344344344344344,5
1,2,1,0.007,0.4344344344344344,6
1,2,1,0.007,0.43543543543543545,7
1,2,1,0.007,0.43543543543543545,9
1,2,1,0.007,0.43543543543543545,11
1,2,1,0.007,0.43543543543543545,13
1,2,1,0.007,0.4344344344344344,16
1,2,1,0.007,0.4344344344344344,19
1,2,1,0.007,0.43243243243243246,23
1,2,1,0.007,0.43243243243243246,28
1,2,1,0.007,0.43243243243243246,34
1,2,1,0.007,0.43243243243243246,41
1,2,1,0.007,0.43043043043043044,50
1,2,1,0.007,0.43043043043043044,60
1,2,1,0.007,0.42842842842842843,73
1,2,1,0.007,0.4244244244244244,88
1,2,1,0.008,0.41541541541541543,106
1,2,1,0.008,0.4084084084084084,127
1,2,1,0.008,0.4034034034034034,154
1,2,1,0.008,0.3993993993993994,185
1,2,1,0.01,0.38738738738738737,223
1,2,1,0.01,0.38038038038038036,269
1,2,1,0.01,0.3683683683683684,325
1,2,1,0.01,0.36936936936936937,392
1,2,1,0.01,0.35035035035035034,472
1,2,1,0.014,0.3333333333333333,569
1,2,1,0.015,0.3073073073073073,686
1,2,1,0.018,0.2852852852852853,826
1,2,1,0.022,0.26426426426426425,996
1,2,1,0.024,0.24624624624624625,1201
1,2,1,0.03,0.22522522522522523,1447
1,2,1,0.037,0.1941941941941942,1744
1,2,1,0.042,0.17317317317317318,2102
1,2,1,0.048,0.15515515515515516,2533
1,2,1,0.054,0.16116116116116116,3053
1,2,1,0.061,0.13413413413413414,3679
1,2,1,0.08,0.1001001001001001,4434
1,2,1,0.088,0.07207207207207207,5344
1,2,1,0.098,0.05005005005005005,6441
1,2,1,0.104,0.037037037037037035,7762
1,2,1,0.109,0.018018018018018018,9355
1,2,1,0.113,0.007007007007007007,11274
1,2,1,0.117,0.005005005005005005,13587
1,2,1,0.118,0.002002002002002002,16374
1,2,1,0.12,0.0,19733
1,2,1,0.12,0.0,23782
1,2,1,0.12,0.0,28661
1,2,1,0.12,0.0,34541
1,2,1,0.12,0.0,41627
1,2,1,0.12,0.0,50167
1,2,1,0.12,0.0,60459
1,2,1,0.12,0.0,72863
1,2,1,0.12,0.0,87811
1,2,1,0.12,0.0,105825
1,2,1,0.12,0.0,127535
1,2,1,0.12,0.0,153700
1,2,1,0.12,0.0,185232
1,2,1,0.12,0.0,223232
1,2,1,0.12,0.0,269029
1,2,1,0.12,0.0,324221
1,2,1,0.12,0.0,390736
1,2,1,0.12,0.0,470896
1,2,1,0.12,0.0,567501
1,2,1,0.12,0.0,683925
1,2,1,0.12,0.0,824234
1,2,1,0.12,0.0,993327
1,2,1,0.12,0.0,1197110
1,2,1,0.12,0.0,1442699
1,2,1,0.12,0.0,1738672
1,2,1,0.12,0.0,2095364
1,2,1,0.12,0.0,2525232
1,2,1,0.12,0.0,3043288
1,2,1,0.12,0.0,3667625
1,2,1,0.12,0.0,4420045
1,2,1,0.12,0.0,5326826
1,2,1,0.12,0.0,6419634
1,2,1,0.12,0.0,7736635
1,2,1,0.12,0.0,9323820
1,2,1,0.12,0.0,11236619
1,2,1,0.12,0.0,13541833
1,2,1,0.12,0.0,16319966
1,2,1,0.12,0.0,19668038
1,2,1,0.12,0.0,23702974
1,2,1,0.12,0.0,28565684
1,2,1,0.12,0.0,34425988
1,2,1,0.12,0.0,41488545
1,2,1,0.12,0.0,49999999
2,2,1,0.009,0.43743743743743746,1
2,2,1,0.009,0.43743743743743746,2
2,2,1,0.009,0.43743743743743746,3
2,2,1,0.009,0.43743743743743746,4
2,2,1,0.009,0.4364364364364364,5
2,2,1,0.009,0.4364364364364364,6
2,2,1,0.009,0.4364364364364364,7
2,2,1,0.009,0.43543543543543545,9
2,2,1,0.009,0.43543543543543545,11
2,2,1,0.009,0.43543543543543545,13
2,2,1,0.009,0.43543543543543545,16
2,2,1,0.009,0.4344344344344344,19
2,2,1,0.009,0.43343343343343343,23
2,2,1,0.009,0.43343343343343343,28
2,2,1,0.009,0.43343343343343343,34
2,2,1,0.01,0.4294294294294294,41
2,2,1,0.01,0.4294294294294294,50
2,2,1,0.01,0.4264264264264264,60
2,2,1,0.01,0.4244244244244244,73
2,2,1,0.01,0.42242242242242245,88
2,2,1,0.01,0.4194194194194194,106
2,2,1,0.012,0.41541541541541543,127
2,2,1,0.012,0.4064064064064064,154
2,2,1,0.013,0.3993993993993994,185
2,2,1,0.013,0.39039039039039036,223
2,2,1,0.014,0.3793793793793794,269
2,2,1,0.017,0.36936936936936937,325
2,2,1,0.019,0.35835835835835833,392
2,2,1,0.02,0.34634634634634637,472
2,2,1,0.023,0.33233233233233234,569
2,2,1,0.026,0.3183183183183183,686
2,2,1,0.031,0.3013013013013013,826
2,2,1,0.035,0.2862862862862863,996
2,2,1,0.037,0.28128128128128127,1201
2,2,1,0.032,0.27127127127127126,1447
2,2,1,0.038,0.24524524524524524,1744
2,2,1,0.044,0.21521521521521522,2102
2,2,1,0.054,0.1991991991991992,2533
2,2,1,0.063,0.16716716716716717,3053
2,2,1,0.074,0.15915915915915915,3679
2,2,1,0.088,0.13513513513513514,4434
2,2,1,0.101,0.11611611611611612,5344
2,2,1,0.123,0.08408408408408409,6441
2,2,1,0.141,0.05105105105105105,7762
2,2,1,0.159,0.03303303303303303,9355
2,2,1,0.17,0.01901901901901902,11274
2,2,1,0.18,0.008008008008008008,13587
2,2,1,0.185,0.003003003003003003,16374
2,2,1,0.186,0.001001001001001001,19733
2,2,1,0.187,0.0,23782
2,2,1,0.187,0.0,28661
2,2,1,0.187,0.0,34541
2,2,1,0.187,0.0,41627
2,2,1,0.187,0.0,50167
2,2,1,0.187,0.0,60459
2,2,1,0.187,0.0,72863
2,2,1,0.187,0.0,87811
2,2,1,0.187,0.0,105825
2,2,1,0.187,0.0,127535
2,2,1,0.187,0.0,153700
2,2,1,0.187,0.0,185232
2,2,1,0.187,0.0,223232
2,2,1,0.187,0.0,269029
2,2,1,0.187,0.0,324221
2,2,1,0.187,0.0,390736
2,2,1,0.187,0.0,470896
2,2,1,0.187,0.0,567501
2,2,1,0.187,0.0,683925
2,2,1,0.187,0.0,824234
2,2,1,0.187,0.0,993327
2,2,1,0.187,0.0,1197110
2,2,1,0.187,0.0,1442699
2,2,1,0.187,0.0,1738672
2,2,1,0.187,0.0,2095364
2,2,1,0.187,0.0,2525232
2,2,1,0.187,0.0,3043288
2,2,1,0.187,0.0,3667625
2,2,1,0.187,0.0,4420045
2,2,1,0.187,0.0,5326826
2,2,1,0.187,0.0,6419634
2,2,1,0.187,0.0,7736635
2,2,1,0.187,0.0,9323820
2,2,1,0.187,0.0,11236619
2,2,1,0.187,0.0,13541833
2,2,1,0.187,0.0,16319966
2,2,1,0.187,0.0,19668038
2,2,1,0.187,0.0,23702974
2,2,1,0.187,0.0,28565684
2,2,1,0.187,0.0,34425988
2,2,1,0.187,0.0,41488545
2,2,1,0.187,0.0,49999999
0,2,10,0.003,0.16216216216216217,1
0,2,10,0.003,0.16216216216216217,2
0,2,10,0.003,0.16216216216216217,3
0,2,10,0.003,0.16216216216216217,4
0,2,10,0.003,0.16216216216216217,5
0,2,10,0.003,0.16216216216216217,6
0,2,10,0.003,0.16216216216216217,7
0,2,10,0.003,0.16216216216216217,9
0,2,10,0.004,0.16016016016016016,11
0,2,10,0.004,0.16016016016016016,13
0,2,10,0.004,0.16016016016016016,16
0,2,10,0.004,0.16016016016016016,19
0,2,10,0.004,0.16016016016016016,23
0,2,10,0.004,0.15915915915915915,28
0,2,10,0.004,0.15915915915915915,34
0,2,10,0.004,0.15815815815815815,41
0,2,10,0.004,0.15715715715715717,50
0,2,10,0.004,0.15615615615615616,60
0,2,10,0.004,0.15415415415415415,73
0,2,10,0.004,0.15415415415415415,88
0,2,10,0.004,0.15215215215215216,106
0,2,10,0.004,0.15215215215215216,127
0,2,10,0.004,0.15115115115115116,154
0,2,10,0.004,0.15015015015015015,185
0,2,10,0.004,0.14914914914914915,223
0,2,10,0.004,0.14714714714714713,269
0,2,10,0.004,0.14614614614614616,325
0,2,10,0.005,0.14314314314314314,392
0,2,10,0.006,0.13613613613613615,472
0,2,10,0.007,0.13213213213213212,569
0,2,10,0.007,0.12812812812812813,686
0,2,10,0.007,0.12012012012012012,826
0,2,10,0.011,0.11411411411411411,996
0,2,10,0.011,0.1031031031031031,1201
0,2,10,0.015,0.09509509509509509,1447
0,2,10,0.015,0.08208208208208208,1744
0,2,10,0.018,0.07207207207207207,2102
0,2,10,0.018,0.06006006006006006,2533
0,2,10,0.02,0.04904904904904905,3053
0,2,10,0.02,0.03903903903903904,3679
0,2,10,0.02,0.028028028028028028,4434
0,2,10,0.022,0.018018018018018018,5344
0,2,10,0.023,0.011011011011011011,6441
0,2,10,0.024,0.006006006006006006,7762
0,2,10,0.024,0.005005005005005005,9355
0,2,10,0.024,0.002002002002002002,11274
0,2,10,0.024,0.002002002002002002,13587
0,2,10,0.025,0.001001001001001001,16374
0,2,10,0.025,0.0,19733
0,2,10,0.025,0.0,23782
0,2,10,0.025,0.0,28661
0,2,10,0.025,0.0,34541
0,2,10,0.025,0.0,41627
0,2,10,0.025,0.0,50167
0,2,10,0.025,0.0,60459
0,2,10,0.025,0.0,72863
0,2,10,0.025,0.0,87811
0,2,10,0.025,0.0,105825
0,2,10,0.025,0.0,127535
0,2,10,0.025,0.0,153700
0,2,10,0.025,0.0,185232
0,2,10,0.025,0.0,223232
0,2,10,0.025,0.0,269029
0,2,10,0.025,0.0,324221
0,2,10,0.025,0.0,390736
0,2,10,0.025,0.0,470896
0,2,10,0.025,0.0,567501
0,2,10,0.025,0.0,683925
0,2,10,0.025,0.0,824234
0,2,10,0.025,0.0,993327
0,2,10,0.025,0.0,1197110
0,2,10,0.025,0.0,1442699
0,2,10,0.025,0.0,1738672
0,2,10,0.025,0.0,2095364
0,2,10,0.025,0.0,2525232
0,2,10,0.025,0.0,3043288
0,2,10,0.025,0.0,3667625
0,2,10,0.025,0.0,4420045
0,2,10,0.025,0.0,5326826
0,2,10,0.025,0.0,6419634
0,2,10,0.025,0.0,7736635
0,2,10,0.025,0.0,9323820
0,2,10,0.025,0.0,11236619
0,2,10,0.025,0.0,13541833
0,2,10,0.025,0.0,16319966
0,2,10,0.025,0.0,19668038
0,2,10,0.025,0.0,23702974
0,2,10,0.025,0.0,28565684
0,2,10,0.025,0.0,34425988
0,2,10,0.025,0.0,41488545
0,2,10,0.025,0.0,49999999
1,2,10,0.002,0.15015015015015015,1
1,2,10,0.002,0.15015015015015015,2
1,2,10,0.002,0.15015015015015015,3
1,2,10,0.002,0.15015015015015015,4
1,2,10,0.002,0.15015015015015015,5
1,2,10,0.002,0.15015015015015015,6
1,2,10,0.002,0.15015015015015015,7
1,2,10,0.002,0.15015015015015015,9
1,2,10,0.002,0.15015015015015015,11
1,2,10,0.002,0.15015015015015015,13
1,2,10,0.002,0.15015015015015015,16
1,2,10,0.002,0.15015015015015015,19
1,2,10,0.002,0.15015015015015015,23
1,2,10,0.002,0.15015015015015015,28
1,2,10,0.002,0.15015015015015015,34
1,2,10,0.002,0.15015015015015015,41
1,2,10,0.002,0.15015015015015015,50
1,2,10,0.002,0.15015015015015015,60
1,2,10,0.002,0.14914914914914915,73
1,2,10,0.002,0.14814814814814814,88
1,2,10,0.002,0.14814814814814814,106
1,2,10,0.002,0.14614614614614616,127
1,2,10,0.002,0.14614614614614616,154
1,2,10,0.002,0.14314314314314314,185
1,2,10,0.002,0.14014014014014015,223
1,2,10,0.002,0.13713713713713713,269
1,2,10,0.003,0.13113113113113112,325
1,2,10,0.003,0.13013013013013014,392
1,2,10,0.003,0.12812812812812813,472
1,2,10,0.003,0.12412412412412413,569
1,2,10,0.003,0.12112112112112113,686
1,2,10,0.003,0.11611611611611612,826
1,2,10,0.004,0.1031031031031031,996
1,2,10,0.004,0.09109109109109109,1201
1,2,10,0.005,0.08308308308308308,1447
1,2,10,0.005,0.07407407407407407,1744
1,2,10,0.006,0.056056056056056056,2102
1,2,10,0.007,0.04704704704704705,2533
1,2,10,0.008,0.036036036036036036,3053
1,2,10,0.008,0.028028028028028028,3679
1,2,10,0.011,0.015015015015015015,4434
1,2,10,0.011,0.014014014014014014,5344
1,2,10,0.014,0.009009009009009009,6441
1,2,10,0.014,0.003003003003003003,7762
1,2,10,0.014,0.001001001001001001,9355
1,2,10,0.014,0.001001001001001001,11274
1,2,10,0.014,0.0,13587
1,2,10,0.014,0.0,16374
1,2,10,0.014,0.0,19733
1,2,10,0.014,0.0,23782
1,2,10,0.014,0.0,28661
1,2,10,0.014,0.0,34541
1,2,10,0.014,0.0,41627
1,2,10,0.014,0.0,50167
1,2,10,0.014,0.0,60459
1,2,10,0.014,0.0,72863
1,2,10,0.014,0.0,87811
1,2,10,0.014,0.0,105825
1,2,10,0.014,0.0,127535
1,2,10,0.014,0.0,153700
1,2,10,0.014,0.0,185232
1,2,10,0.014,0.0,223232
1,2,10,0.014,0.0,269029
1,2,10,0.014,0.0,324221
1,2,10,0.014,0.0,390736
1,2,10,0.014,0.0,470896
1,2,10,0.014,0.0,567501
1,2,10,0.014,0.0,683925
1,2,10,0.014,0.0,824234
1,2,10,0.014,0.0,993327
1,2,10,0.014,0.0,1197110
1,2,10,0.014,0.0,1442699
1,2,10,0.014,0.0,1738672
1,2,10,0.014,0.0,2095364
1,2,10,0.014,0.0,2525232
1,2,10,0.014,0.0,3043288
1,2,10,0.014,0.0,3667625
1,2,10,0.014,0.0,4420045
1,2,10,0.014,0.0,5326826
1,2,10,0.014,0.0,6419634
1,2,10,0.014,0.0,7736635
1,2,10,0.014,0.0,9323820
1,2,10,0.014,0.0,11236619
1,2,10,0.014,0.0,13541833
1,2,10,0.014,0.0,16319966
1,2,10,0.014,0.0,19668038
1,2,10,0.014,0.0,23702974
1,2,10,0.014,0.0,28565684
1,2,10,0.014,0.0,34425988
1,2,10,0.014,0.0,41488545
1,2,10,0.014,0.0,49999999
2,2,10,0.002,0.15815815815815815,1
2,2,10,0.002,0.15815815815815815,2
2,2,10,0.002,0.15815815815815815,3
2,2,10,0.003,0.15715715715715717,4
2,2,10,0.003,0.15715715715715717,5
2,2,10,0.003,0.15715715715715717,6
2,2,10,0.003,0.15715715715715717,7
2,2,10,0.003,0.15715715715715717,9
2,2,10,0.003,0.15615615615615616,11
2,2,10,0.003,0.15615615615615616,13
2,2,10,0.003,0.15515515515515516,16
2,2,10,0.003,0.15415415415415415,19
2,2,10,0.003,0.15315315315315314,23
2,2,10,0.003,0.15315315315315314,28
2,2,10,0.003,0.15315315315315314,34
2,2,10,0.003,0.15315315315315314,41
2,2,10,0.003,0.15315315315315314,50
2,2,10,0.003,0.15215215215215216,60
2,2,10,0.003,0.15215215215215216,73
2,2,10,0.003,0.15115115115115116,88
2,2,10,0.003,0.14914914914914915,106
2,2,10,0.003,0.14814814814814814,127
2,2,10,0.003,0.14514514514514515,154
2,2,10,0.003,0.14114114114114115,185
2,2,10,0.003,0.13613613613613615,223
2,2,10,0.003,0.13413413413413414,269
2,2,10,0.003,0.13213213213213212,325
2,2,10,0.003,0.12812812812812813,392
2,2,10,0.004,0.11911911911911911,472
2,2,10,0.005,0.11411411411411411,569
2,2,10,0.005,0.10810810810810811,686
2,2,10,0.005,0.1021021021021021,826
2,2,10,0.005,0.0960960960960961,996
2,2,10,0.006,0.08808808808808809,1201
2,2,10,0.006,0.07307307307307308,1447
2,2,10,0.006,0.06406406406406406,1744
2,2,10,0.006,0.05205205205205205,2102
2,2,10,0.007,0.042042042042042045,2533
2,2,10,0.008,0.02902902902902903,3053
2,2,10,0.008,0.023023023023023025,3679
2,2,10,0.01,0.015015015015015015,4434
2,2,10,0.01,0.011011011011011011,5344
2,2,10,0.011,0.008008008008008008,6441
2,2,10,0.011,0.004004004004004004,7762
2,2,10,0.011,0.003003003003003003,9355
2,2,10,0.011,0.0,11274
2,2,10,0.011,0.0,13587
2,2,10,0.011,0.0,16374
2,2,10,0.011,0.0,19733
2,2,10,0.011,0.0,23782
2,2,10,0.011,0.0,28661
2,2,10,0.011,0.0,34541
2,2,10,0.011,0.0,41627
2,2,10,0.011,0.0,50167
2,2,10,0.011,0.0,60459
2,2,10,0.011,0.0,72863
2,2,10,0.011,0.0,87811
2,2,10,0.011,0.0,105825
2,2,10,0.011,0.0,127535
2,2,10,0.011,0.0,153700
2,2,10,0.011,0.0,185232
2,2,10,0.011,0.0,223232
2,2,10,0.011,0.0,269029
2,2,10,0.011,0.0,324221
2,2,10,0.011,0.0,390736
2,2,10,0.011,0.0,470896
2,2,10,0.011,0.0,567501
2,2,10,0.011,0.0,683925
2,2,10,0.011,0.0,824234
2,2,10,0.011,0.0,993327
2,2,10,0.011,0.0,1197110
2,2,10,0.011,0.0,1442699
2,2,10,0.011,0.0,1738672
2,2,10,0.011,0.0,2095364
2,2,10,0.011,0.0,2525232
2,2,10,0.011,0.0,3043288
2,2,10,0.011,0.0,3667625
2,2,10,0.011,0.0,4420045
2,2,10,0.011,0.0,5326826
2,2,10,0.011,0.0,6419634
2,2,10,0.011,0.0,7736635
2,2,10,0.011,0.0,9323820
2,2,10,0.011,0.0,11236619
2,2,10,0.011,0.0,13541833
2,2,10,0.011,0.0,16319966
2,2,10,0.011,0.0,19668038
2,2,10,0.011,0.0,23702974
2,2,10,0.011,0.0,28565684
2,2,10,0.011,0.0,34425988
2,2,10,0.011,0.0,41488545
2,2,10,0.011,0.0,49999999
0,2,100,0.002,0.055055055055055056,1
0,2,100,0.002,0.055055055055055056,2
