mc,F,q,s_max_den,n_density,iteration
0,2,1,0.048,0.42926323071601524,1
0,2,1,0.048,0.42926323071601524,2
0,2,1,0.048,0.42926323071601524,3
0,2,1,0.048,0.42926323071601524,4
0,2,1,0.048,0.42926323071601524,5
0,2,1,0.048,0.42926323071601524,6
0,2,1,0.048,0.42926323071601524,7
0,2,1,0.048,0.42926323071601524,9
0,2,1,0.048,0.42926323071601524,11
0,2,1,0.048,0.4294361812521619,13
0,2,1,0.048,0.4294361812521619,16
0,2,1,0.048,0.4294361812521619,19
0,2,1,0.048,0.42926323071601524,23
0,2,1,0.048,0.42874437910757524,28
0,2,1,0.048,0.42857142857142855,34
0,2,1,0.048,0.42822552749913523,41
0,2,1,0.043,0.4277066758906953,50
0,2,1,0.052,0.4266689726738153,60
0,2,1,0.052,0.42684192320996195,73
0,2,1,0.052,0.4261501210653753,88
0,2,1,0.052,0.42182635766170873,106
0,2,1,0.083,0.4216534071255621,127
0,2,1,0.089,0.4194050501556555,154
0,2,1,0.089,0.4173296437218955,185
0,2,1,0.091,0.41646489104116224,223
0,2,1,0.093,0.4138706329989623,269
0,2,1,0.093,0.412487028709789,325
0,2,1,0.092,0.41196817710134903,392
0,2,1,0.096,0.4097198201314424,472
0,2,1,0.105,0.4092009685230024,569
0,2,1,0.107,0.40729851262538913,686
0,2,1,0.102,0.4028017986855759,826
0,2,1,0.104,0.39363542026980286,996
0,2,1,0.107,0.39277066758906953,1201
0,2,1,0.121,0.39277066758906953,1447
0,2,1,0.123,0.3860255966793497,1744
0,2,1,0.121,0.387409200968523,2102
0,2,1,0.127,0.37772397094430993,2533
0,2,1,0.123,0.37616741611898996,3053
0,2,1,0.13,0.3711518505707368,3679
0,2,1,0.127,0.3645797301971636,4434
0,2,1,0.136,0.36319612590799033,5344
0,2,1,0.129,0.36492563126945693,6441
0,2,1,0.128,0.36492563126945693,7762
0,2,1,0.135,0.3626772742995503,9355
0,2,1,0.14,0.3580076098235905,11274
0,2,1,0.137,0.36129367001037704,13587
0,2,1,0.12,0.3711518505707368,16374
0,2,1,0.139,0.35939121411276376,19733
0,2,1,0.158,0.3436527153234175,23782
0,2,1,0.157,0.3455551712210308,28661
0,2,1,0.151,0.36302317537184364,34541
0,2,1,0.145,0.3659633344863369,41627
0,2,1,0.163,0.3578346592874438,50167
0,2,1,0.168,0.34607402282947075,60459
0,2,1,0.148,0.3538567969560706,72863
0,2,1,0.189,0.3595641646489104,87811
0,2,1,0.16,0.3550674507090972,105825
0,2,1,0.172,0.3637149775164303,127535
0,2,1,0.155,0.3459010722933241,153700
0,2,1,0.17,0.3689034936008302,185232
0,2,1,0.154,0.3533379453476306,223232
0,2,1,0.157,0.3708059494984434,269029
0,2,1,0.17,0.3647526807333103,324221
0,2,1,0.138,0.35489450017295054,390736
0,2,1,0.145,0.34797647872708404,470896
0,2,1,0.137,0.34469041854029747,567501
0,2,1,0.189,0.3481494292632307,683925
0,2,1,0.175,0.3531649948114839,824234
0,2,1,0.164,0.349533033552404,993327
0,2,1,0.168,0.3474576271186441,1197110
0,2,1,0.179,0.3531649948114839,1442699
0,2,1,0.177,0.3663092355586302,1738672
0,2,1,0.175,0.35524040124524386,2095364
0,2,1,0.152,0.34451746800415084,2525232
0,2,1,0.155,0.35489450017295054,3043288
0,2,1,0.19,0.35696990660671046,3667625
0,2,1,0.19,0.35489450017295054,4420045
0,2,1,0.182,0.3619854721549637,5326826
0,2,1,0.183,0.32947077135939123,6419634
0,2,1,0.147,0.3682116914562435,7736635
0,2,1,0.174,0.3472846765824974,9323820
0,2,1,0.191,0.3436527153234175,11236619
0,2,1,0.151,0.3533379453476306,13541833
0,2,1,0.158,0.34849533033552405,16319966
0,2,1,0.165,0.3478035281909374,19668038
0,2,1,0.177,0.3583535108958838,23702974
0,2,1,0.145,0.35126253891387066,28565684
0,2,1,0.169,0.34157730888965754,34425988
0,2,1,0.163,0.34832237979937736,41488545
0,2,1,0.147,0.35057073676928396,49999999
1,2,1,0.119,0.4316845382220685,1
1,2,1,0.12,0.4316845382220685,2
1,2,1,0.12,0.4316845382220685,3
