mc,F,q,s_max_den,n_density,iteration
0,2,1,0.04,0.4278320874065555,1
0,2,1,0.04,0.4278320874065555,2
0,2,1,0.04,0.4278320874065555,3
0,2,1,0.04,0.4278320874065555,4
0,2,1,0.04,0.4278320874065555,5
0,2,1,0.04,0.4278320874065555,6
0,2,1,0.04,0.4278320874065555,7
0,2,1,0.04,0.4278320874065555,9
0,2,1,0.04,0.4278320874065555,11
0,2,1,0.04,0.4278320874065555,13
0,2,1,0.04,0.42754456584243816,16
0,2,1,0.04,0.42754456584243816,19
0,2,1,0.04,0.42754456584243816,23
0,2,1,0.04,0.4272570442783209,28
0,2,1,0.04,0.4272570442783209,34
0,2,1,0.04,0.42639447958596893,41
0,2,1,0.04,0.4261069580218516,50
0,2,1,0.039,0.4252443933294997,60
0,2,1,0.039,0.42668200115008625,73
0,2,1,0.041,0.42581943645773435,88
0,2,1,0.041,0.4206440483036228,106
0,2,1,0.041,0.41920644048303624,127
0,2,1,0.043,0.41661874640598046,154
0,2,1,0.044,0.41661874640598046,185
0,2,1,0.047,0.4140310523289247,223
0,2,1,0.046,0.414318573893042,269
0,2,1,0.044,0.41316848763657277,325
0,2,1,0.065,0.4114433582518689,392
0,2,1,0.066,0.4068430132259919,472
0,2,1,0.069,0.3967797584818861,569
0,2,1,0.069,0.39620471535365154,686
0,2,1,0.078,0.39045428407130534,826
0,2,1,0.083,0.3818286371477861,996
0,2,1,0.09,0.3801035077630822,1201
0,2,1,0.069,0.3809660724554342,1447
0,2,1,0.069,0.3783783783783784,1744
0,2,1,0.091,0.3688901667625072,2102
0,2,1,0.099,0.363139735480161,2533
0,2,1,0.088,0.3527889591719379,3053
0,2,1,0.115,0.3487636572742956,3679
0,2,1,0.124,0.3392754456584244,4434
0,2,1,0.14,0.3392754456584244,5344
0,2,1,0.146,0.3433007475560667,6441
0,2,1,0.141,0.33726279470960324,7762
0,2,1,0.139,0.34818861414606095,9355
0,2,1,0.134,0.33812535940195515,11274
0,2,1,0.134,0.33179988499137436,13587
0,2,1,0.143,0.3392754456584244,16374
0,2,1,0.162,0.33812535940195515,19733
0,2,1,0.163,0.35135135135135137,23782
0,2,1,0.207,0.3375503162737205,28661
0,2,1,0.176,0.3424381828637148,34541
0,2,1,0.182,0.34358826912018403,41627
0,2,1,0.165,0.3332374928119609,50167
0,2,1,0.17,0.3211615871190339,60459
0,2,1,0.196,0.3246118458884416,72863
0,2,1,0.205,0.34100057504312825,87811
0,2,1,0.178,0.33438757906843014,105825
0,2,1,0.172,0.3349626221966647,127535
0,2,1,0.167,0.33438757906843014,153700
0,2,1,0.21,0.3257619321449109,185232
0,2,1,0.184,0.336112708453134,223232
0,2,1,0.201,0.33151236342725704,269029
0,2,1,0.198,0.34358826912018403,324221
0,2,1,0.206,0.3292121909143186,390736
0,2,1,0.177,0.3358251868890167,470896
0,2,1,0.187,0.3292121909143186,567501
0,2,1,0.168,0.33237492811960895,683925
0,2,1,0.199,0.32144910868315124,824234
0,2,1,0.187,0.3312248418631397,993327
0,2,1,0.2,0.34071305347901093,1197110
0,2,1,0.189,0.32863714778608394,1442699
0,2,1,0.205,0.3375503162737205,1738672
0,2,1,0.192,0.3450258769407706,2095364
0,2,1,0.175,0.336112708453134,2525232
0,2,1,0.184,0.34560092006900517,3043288
0,2,1,0.198,0.3467510063254744,3667625
0,2,1,0.163,0.3300747556066705,4420045
0,2,1,0.167,0.33870040253018974,5326826
0,2,1,0.175,0.33093732029902245,6419634
0,2,1,0.199,0.3294997124784359,7736635
0,2,1,0.19,0.33237492811960895,9323820
0,2,1,0.185,0.33237492811960895,11236619
0,2,1,0.208,0.32892466935020126,13541833
0,2,1,0.197,0.32489936745255893,16319966
0,2,1,0.174,0.3395629672225417,19668038
0,2,1,0.172,0.33064979873490513,23702974
0,2,1,0.19,0.3401380103507763,28565684
0,2,1,0.177,0.3292121909143186,34425988
0,2,1,0.166,0.3231742380678551,41488545
0,2,1,0.188,0.339850488786659,49999999
1,2,1,0.018,0.44537090281771136,1
